id,event,w4_electric_decoupling_21_slg,pc01,pc02,pc03,pc08,pc09,pc13,start,stop
AK,0,0.0,3.209901835634116,3.0924427305262414,1.720308244460011,-0.9786967700221173,1.7816121897883088,2.000799205980041,0.0,1.0
AK,0,0.0,3.2234198322812184,3.0872211662630273,1.7058361806876838,-0.9121226809482955,1.80966896929411,1.978694845921243,1.0,2.0
AK,0,0.0,3.1983268765305666,3.059681713080859,1.7242931280315332,-0.9679047666031068,1.772899529480419,1.9466034632978413,2.0,3.0
AK,0,0.0,3.0934620302798463,2.899848405701143,1.3149699746093855,-0.9065905304778129,1.7544273699663022,2.881302279395363,3.0,4.0
AK,0,0.0,3.0564613999022576,2.867482920545116,1.3643239736329267,-0.9074558802379123,1.716583543085137,2.6119710364184456,4.0,5.0
AK,0,0.0,3.0811636931858013,2.7908866853870253,1.6362679181577742,-1.1412203733325663,1.7074653436311553,1.4558301014842097,5.0,6.0
AK,0,0.0,2.900133476632492,2.511209325915945,0.7203832275881079,-0.9956658899245393,1.6936927361493048,3.2456603814554987,6.0,7.0
AK,0,0.0,3.1041499237390764,2.7610510811946867,1.3158110850593576,-1.0907850271562922,1.758904946809461,2.0309492638181146,7.0,8.0
AK,0,0.0,2.8917949139330656,2.604481223671444,1.3377831419433859,-1.156310849440893,1.558943497445397,1.2828287926485304,8.0,9.0
AK,0,0.0,2.944122610258125,2.6427310377178244,1.335444961540355,-1.1922699898277525,1.6139283225850862,1.9389914090209415,9.0,10.0
AK,0,0.0,2.8840782875678554,2.6270168500433715,1.5512827536603706,-1.2319479569483571,1.5327629298092451,1.2497672745015127,10.0,11.0
AK,0,0.0,2.660288755039238,2.4056988110103923,1.1455947135447655,-1.282769571578533,1.410283667067605,1.95955081421133,11.0,12.0
AK,0,0.0,2.572006672470087,2.341501795131964,0.9908283125717254,-1.4530172498862681,1.3601557398982382,2.2380403458858864,12.0,13.0
AK,0,0.0,2.50687207971037,2.283471594950566,0.8380847794713281,-1.5129502052439578,1.351444406172392,2.9118682743874618,13.0,14.0
AK,0,0.0,2.5744852005771515,2.298614284375782,0.638143009358372,-1.5731483989389972,1.4057404851915003,3.6570373662597198,14.0,15.0
AK,0,0.0,2.553866043520412,2.358579636282879,0.8482418841019851,-1.566632171426802,1.3714766004304428,3.2687567191034175,15.0,16.0
AK,0,0.0,2.506943606364193,2.376605564339382,1.1766633116506209,-1.5806162435711877,1.2958880709192795,2.0750568768875803,16.0,17.0
AK,0,0.0,2.060613111006255,2.082248076593745,1.481084057302971,-1.751947893059795,0.8709402268707218,0.34990538806785965,17.0,18.0
AK,0,0.0,2.084013225374931,2.012818917906768,0.9343655851147826,-1.662398038387557,0.9701900128155371,1.9065254378745147,18.0,19.0
AK,0,0.0,2.025512186580755,1.9817966974849939,0.8546225501393006,-1.7775774011004815,0.9478025578610635,2.1269598399165406,19.0,20.0
AK,0,0.0,1.8402335077887153,2.1118023550225837,1.1091543168336186,-2.21059649531075,1.0348127926640263,0.9895291956600779,20.0,21.0
